Nome_Musica,Artista,Genero,Ano,BPM,Energia,Dancabilidade,Valencia,Loudness,Streams,Taxa_Crescimento,Qtd_Playlists,Compartilhamentos,Taxa_Skip,Taxa_Replay,Popularidade
Baby,Justin Bieber,Rock,1999,100,0.78,0.64,0.22,-48.52,715634367,0.84,149,154680,0.56,0.45,63
Shape of You,Ed Sheeran,Hip-Hop,2015,134,0.24,0.65,0.55,-55.97,456542435,0.37,254,69441,0.33,0.7,52
7 rings,Ariana Grande,R&B,1996,114,0.44,0.99,0.69,-1.18,651990202,0.39,256,65993,0.47,0.57,63
7 rings,Ariana Grande,Rock,2008,80,0.88,0.83,0.71,-38.78,480125381,0.13,168,88981,0.38,0.63,61
Beat It,Michael Jackson,Hip-Hop,2002,96,0.47,0.85,0.14,-59.04,359663073,0.65,46,182416,0.47,0.65,57
Save Your Tears,The Weeknd,Rock,2021,150,0.68,0.7,0.76,-37.57,443824820,0.45,128,116466,0.33,0.26,56
Umbrella,Rihanna,R&B,2020,172,0.43,0.38,0.62,-4.46,350955619,0.56,156,88577,0.05,0.18,48
Girls Like You,Maroon 5,R&B,1990,64,0.65,0.59,0.35,-23.06,532981564,0.44,173,130342,0.01,0.84,63
Rocket Man,Elton John,Pop,2004,160,0.61,0.92,0.91,-54.27,668661694,0.7,74,36424,0.55,0.18,66
Viva La Vida,Coldplay,R&B,2013,159,0.3,0.94,0.62,-50.26,386227025,0.66,164,111476,0.27,0.87,67
Sugar,Maroon 5,R&B,2010,82,0.52,0.55,0.63,-11.34,653750256,0.19,76,72445,0.48,0.8,54
Bohemian Rhapsody,Queen,Rock,2018,69,0.93,0.64,0.84,-26.98,462756522,0.61,114,14875,0.22,0.9,74
Single Ladies,Beyoncé,Pop,2024,112,0.32,0.2,0.2,-31.0,385600523,0.4,221,195494,0.41,0.48,36
One Dance,Drake,R&B,1993,75,0.9,0.24,0.48,-26.14,176057681,0.51,127,196597,0.33,0.36,47
Perfect,Ed Sheeran,R&B,1998,65,0.45,0.52,0.68,-2.67,538585696,0.96,202,199117,0.11,0.03,59
Photograph,Ed Sheeran,Rock,1985,102,0.29,0.88,0.31,-16.96,305057604,0.54,263,34411,0.67,0.98,57
Hung Up,Madonna,Hip-Hop,2004,64,0.81,0.56,0.25,-35.22,741275322,0.6,34,58663,0.28,0.57,62
God's Plan,Drake,Hip-Hop,1999,148,0.73,0.52,0.88,-6.3,183250558,0.87,37,114485,0.64,0.31,58
Yellow,Coldplay,Eletrônica,2015,118,0.23,0.22,0.38,-27.13,271868914,0.27,240,111360,0.14,0.76,40
Starboy,The Weeknd,R&B,1985,79,0.22,0.37,0.72,-11.15,747932890,0.38,103,74296,0.56,0.33,44
Memories,Maroon 5,Eletrônica,2022,158,0.49,0.28,0.91,-31.97,586062229,0.57,20,147245,0.3,0.84,60
Yellow,Coldplay,Hip-Hop,1987,61,0.27,0.38,0.24,-21.12,101599043,0.39,185,180656,0.17,0.61,40
Perfect,Ed Sheeran,R&B,1998,140,0.37,0.79,0.19,-53.4,301446304,0.63,175,54767,0.41,0.79,57
Positions,Ariana Grande,R&B,2017,172,0.81,0.49,0.46,-32.33,677300043,0.47,82,63766,0.21,0.2,55
Yonaguni,Bad Bunny,R&B,1982,173,0.63,0.67,0.98,-10.9,713015862,0.79,94,120557,0.71,0.25,64
Yonaguni,Bad Bunny,Pop,1983,180,0.92,0.42,0.58,-30.7,20344622,0.55,157,33712,0.05,0.52,56
Hung Up,Madonna,Pop,1981,76,0.32,0.56,0.94,-30.13,668173529,0.88,33,148389,0.38,0.94,71
Girls Like You,Maroon 5,R&B,1985,113,0.68,0.54,0.99,-44.38,370122950,0.97,98,165951,0.33,0.65,71
Levitating,Dua Lipa,Eletrônica,2023,87,0.25,0.56,0.44,-34.73,669557632,0.05,41,110834,0.26,0.93,50
God's Plan,Drake,Eletrônica,1993,121,0.44,0.5,0.33,-39.05,373650778,0.3,117,106991,0.58,0.19,37
Sorry,Justin Bieber,Pop,2012,133,0.44,0.21,0.91,-37.28,563095624,0.98,142,79068,0.05,0.66,65
Shape of You,Ed Sheeran,Pop,2012,173,0.53,0.32,0.58,-9.17,211282848,0.78,28,196005,0.34,0.05,45
Positions,Ariana Grande,Eletrônica,2024,66,0.44,0.56,0.13,-26.32,273701983,0.58,243,161020,0.19,0.56,50
Peaches,Justin Bieber,Eletrônica,1983,80,0.22,0.41,0.64,-42.41,247498388,0.44,205,132103,0.32,0.31,41
Tiny Dancer,Elton John,Hip-Hop,2010,87,0.88,0.92,0.2,-34.96,464629177,0.73,55,165417,0.39,0.63,69
Sugar,Maroon 5,Eletrônica,1997,94,0.25,0.25,0.2,-12.49,749038384,0.03,293,188744,0.32,0.11,29
Diamonds,Rihanna,Hip-Hop,2017,66,0.57,0.62,0.17,-44.73,117385405,0.56,9,114123,0.24,0.04,43
Grenade,Bruno Mars,Eletrônica,1988,146,0.9,0.26,0.15,-50.91,336332168,0.16,299,99104,0.31,0.14,36
Rocket Man,Elton John,Eletrônica,1999,134,0.43,0.52,0.59,-45.75,421468735,0.22,9,138332,0.07,0.14,43
Yonaguni,Bad Bunny,R&B,1982,108,0.32,0.56,0.16,-47.63,320784547,0.21,30,49279,0.44,0.53,39
Heartless,Kanye West,Pop,2021,81,0.49,0.37,0.56,-52.81,500522660,0.73,223,69622,0.77,0.13,45
Photograph,Ed Sheeran,Rock,1993,172,0.61,0.55,0.23,-51.25,178379268,0.59,42,170193,0.7,0.51,47
Thriller,Michael Jackson,R&B,1996,113,0.57,0.51,0.11,-4.85,85463296,0.63,222,160687,0.43,0.39,45
Photograph,Ed Sheeran,Rock,1983,125,0.43,0.65,0.76,-16.49,723389616,0.98,106,138150,0.14,0.61,73
Anti-Hero,Taylor Swift,Hip-Hop,1999,159,0.82,0.31,0.33,-2.61,106679549,0.78,157,125459,0.21,0.36,52
One Dance,Drake,Rock,1982,105,0.62,0.25,0.19,-0.35,687873540,0.21,193,28129,0.23,0.71,47
Tití Me Preguntó,Bad Bunny,Pop,2022,121,0.7,0.86,0.45,-3.12,584764170,0.83,41,153289,0.73,0.68,69
Gimme Gimme Gimme,ABBA,Rock,1998,115,0.92,0.26,0.71,-52.28,427097091,0.87,141,180828,0.15,0.68,67
Positions,Ariana Grande,Pop,1991,126,0.73,0.67,0.37,-43.86,234840156,0.13,118,74627,0.33,0.17,42
Your Song,Elton John,R&B,1982,89,0.78,0.32,0.97,-57.26,413777166,0.47,270,169351,0.65,0.86,58
Sugar,Maroon 5,Pop,2006,128,0.58,0.77,1.0,-27.13,478287412,0.84,90,125429,0.51,0.43,68
7 rings,Ariana Grande,Hip-Hop,1986,74,0.5,0.59,0.89,-12.86,680978045,0.92,145,181425,0.57,0.19,62
Beat It,Michael Jackson,Eletrônica,1997,135,0.5,0.99,0.85,-10.26,37806550,0.3,171,54908,0.5,0.12,49
Anti-Hero,Taylor Swift,Hip-Hop,2004,165,0.5,0.86,0.61,-23.94,302236265,0.44,279,161857,0.53,0.23,51
Work,Rihanna,Eletrônica,1982,78,0.23,0.97,0.97,-46.41,17207531,0.15,134,132738,0.06,0.34,50
Tiny Dancer,Elton John,Hip-Hop,2014,93,0.27,0.35,0.41,-25.22,87688919,0.51,93,30288,0.3,0.12,35
Work,Rihanna,Hip-Hop,2007,138,1.0,0.88,0.57,-9.18,3210719,0.88,231,137862,0.7,0.17,61
Diamonds,Rihanna,Eletrônica,2023,100,0.86,0.47,0.14,-3.73,727216244,0.31,97,20073,0.04,0.34,53
Umbrella,Rihanna,Hip-Hop,1994,62,0.39,0.39,0.42,-27.65,544371270,0.61,92,147952,0.59,0.12,42
Perfect,Ed Sheeran,Eletrônica,1997,114,0.65,0.6,0.2,-17.3,685591637,0.89,181,143168,0.58,0.04,54
God's Plan,Drake,Pop,1982,126,0.42,0.22,0.43,-22.47,630160253,0.98,120,11989,0.22,0.72,61
Like a Virgin,Madonna,R&B,2020,139,0.83,0.36,0.71,-28.3,498239173,0.95,27,139773,0.31,0.0,58
Viva La Vida,Coldplay,Rock,2024,65,0.39,0.27,0.25,-35.55,561474448,0.43,200,8663,0.18,0.6,46
7 rings,Ariana Grande,Rock,2013,156,0.84,0.81,0.34,-50.95,608267249,0.94,196,54375,0.41,0.58,73
Positions,Ariana Grande,Eletrônica,1983,144,0.32,0.52,0.55,-43.44,336313617,0.29,200,160181,0.58,0.9,48
Work,Rihanna,Hip-Hop,2004,71,0.96,0.99,0.83,-44.96,680013009,1.0,32,144353,0.58,0.71,85
Gimme Gimme Gimme,ABBA,Eletrônica,2019,67,0.74,0.66,0.92,-44.62,296893675,0.36,269,146117,0.65,0.12,49
Beat It,Michael Jackson,Rock,2002,127,0.59,0.4,0.45,-21.99,429592283,0.72,195,51429,0.07,0.81,62
Yonaguni,Bad Bunny,Pop,1990,71,0.54,0.55,0.71,-13.98,348229868,0.3,107,51686,0.78,0.29,43
Girls Like You,Maroon 5,R&B,2020,177,0.82,0.24,0.91,-29.3,436883254,0.88,150,195376,0.45,0.99,69
Dakiti,Bad Bunny,Eletrônica,2005,148,0.74,0.87,0.2,-25.46,545135033,0.93,30,126929,0.33,0.69,72
Tiny Dancer,Elton John,R&B,2017,64,0.79,0.81,0.11,-48.52,604010536,0.48,148,70050,0.05,0.99,70
Yellow,Coldplay,Pop,1985,121,0.37,0.5,0.12,-56.39,670985846,0.93,40,33610,0.78,0.53,53
Starboy,The Weeknd,Pop,1992,154,0.91,0.37,0.65,-47.53,478646180,0.81,198,58247,0.31,0.56,65
Blinding Lights,The Weeknd,Hip-Hop,2007,120,0.95,0.45,0.98,-42.54,358520398,0.47,66,197068,0.66,0.61,59
Gimme Gimme Gimme,ABBA,Pop,1997,106,0.4,0.48,0.93,-20.17,215825070,0.47,291,79264,0.39,0.54,51
Don't Stop Me Now,Queen,Pop,2016,144,0.57,0.21,0.97,-16.63,414893397,0.34,126,195862,0.72,0.47,44
Rocket Man,Elton John,Pop,2005,102,0.28,0.4,0.57,-19.5,456957101,0.51,206,159300,0.41,0.3,44
Without Me,Eminem,Rock,2024,149,0.42,0.67,0.69,-52.6,424935266,0.3,129,82566,0.6,0.03,42
Work,Rihanna,Rock,1988,162,0.25,0.95,0.39,-49.38,435990885,0.92,20,77447,0.44,0.33,61
Heartless,Kanye West,Pop,1996,161,0.45,0.93,0.55,-34.99,704179128,0.39,50,53174,0.12,0.44,62
Blank Space,Taylor Swift,Eletrônica,2020,91,0.58,0.53,0.17,-24.64,799806150,0.7,216,137337,0.41,0.24,54
Yellow,Coldplay,Pop,1996,166,0.25,0.82,0.88,-29.16,723460897,0.17,68,184700,0.08,0.88,63
Like a Virgin,Madonna,Hip-Hop,1981,113,0.25,0.77,0.87,-33.99,605392751,0.38,166,17469,0.61,0.61,56
Beat It,Michael Jackson,R&B,1981,65,0.29,0.99,0.43,-11.27,633960118,0.25,179,196763,0.36,0.02,48
Perfect,Ed Sheeran,Pop,2003,82,0.55,0.8,0.47,-8.94,571918344,0.35,199,47925,0.53,0.55,56
Tiny Dancer,Elton John,Hip-Hop,1996,155,0.98,0.86,0.75,-49.88,446586280,0.67,71,132656,0.16,0.52,74
Stronger,Kanye West,Eletrônica,1991,80,0.71,0.46,0.86,-13.88,308592335,0.42,82,187161,0.01,0.23,54
Viva La Vida,Coldplay,Eletrônica,1984,141,0.94,1.0,0.59,-11.59,592303540,0.04,263,144653,0.78,0.52,58
Perfect,Ed Sheeran,Eletrônica,2012,154,0.82,0.5,0.6,-55.92,348796179,0.76,68,165211,0.59,0.73,62
Rocket Man,Elton John,Hip-Hop,1980,166,0.48,0.79,0.66,-14.39,679294808,0.38,272,131504,0.29,0.19,55
Rocket Man,Elton John,Hip-Hop,1988,139,0.2,0.5,0.46,-11.66,115561693,0.45,122,155548,0.63,0.46,38
Heartless,Kanye West,Rock,2003,82,0.34,0.96,0.25,-35.13,217745833,0.36,262,163045,0.72,0.98,54
Mamma Mia,ABBA,Pop,2009,106,0.57,0.65,0.6,-56.77,293228558,0.47,298,73726,0.53,0.05,46
Billie Jean,Michael Jackson,Rock,2022,138,0.61,0.52,0.56,-20.34,405364870,0.92,282,37724,0.14,0.5,64
Peaches,Justin Bieber,Eletrônica,1995,163,0.89,0.67,0.44,-8.31,607116519,0.56,86,160832,0.2,0.06,58
Thriller,Michael Jackson,Hip-Hop,1994,153,0.82,0.73,0.46,-0.39,40192796,0.11,208,59795,0.23,0.95,56
Peaches,Justin Bieber,Hip-Hop,2022,70,0.79,0.28,0.69,-33.84,156487326,0.47,219,88748,0.69,0.31,43
Your Song,Elton John,Eletrônica,1989,91,0.29,0.25,0.96,-52.55,555821039,0.87,77,135787,0.5,0.14,50
Blinding Lights,The Weeknd,Pop,2017,137,0.8,0.61,0.37,-30.23,763367531,0.4,133,82684,0.57,0.91,63
Don't Start Now,Dua Lipa,Pop,1998,93,0.37,0.38,0.15,-20.48,537261089,0.37,30,65256,0.56,0.86,46
Beat It,Michael Jackson,Hip-Hop,2006,118,0.93,0.61,0.58,-12.3,89057273,0.36,188,34415,0.26,0.7,58
We Will Rock You,Queen,R&B,1997,163,0.45,1.0,0.24,-38.7,485641701,0.13,258,18285,0.2,0.25,49
Beat It,Michael Jackson,R&B,2011,99,0.37,0.48,0.47,-37.15,408438570,0.69,81,100144,0.12,0.59,56
Hung Up,Madonna,Pop,2008,168,0.87,0.6,0.83,-53.07,301536610,0.9,62,170479,0.22,0.38,68
Memories,Maroon 5,Pop,2012,114,0.41,0.72,0.71,-10.82,345455155,0.88,27,41173,0.66,0.02,53
Viva La Vida,Coldplay,R&B,1988,139,0.64,0.49,0.43,-22.44,40265283,0.98,83,159726,0.35,0.95,64
Dakiti,Bad Bunny,R&B,2020,90,0.39,0.88,0.41,-14.41,386202948,0.49,242,149736,0.42,0.1,49
Grenade,Bruno Mars,R&B,2013,64,0.96,0.39,0.29,-10.04,508265702,0.65,236,110989,0.44,0.48,57
Heartless,Kanye West,Rock,1999,115,0.55,0.52,0.14,-38.22,591611950,0.04,96,163452,0.53,0.21,36
Yonaguni,Bad Bunny,R&B,1981,117,0.21,0.81,0.59,-39.86,120842656,0.64,71,160755,0.68,0.9,56
Photograph,Ed Sheeran,Rock,2023,115,0.21,0.82,0.92,-53.27,26395254,0.47,290,130082,0.23,0.4,52
Bohemian Rhapsody,Queen,Pop,1991,62,0.59,0.56,0.49,-10.22,592723784,0.07,84,167785,0.38,0.22,43
Tití Me Preguntó,Bad Bunny,Eletrônica,2014,135,0.45,0.81,0.42,-15.57,164185392,0.53,87,19992,0.58,0.29,48
Billie Jean,Michael Jackson,Eletrônica,1999,141,0.34,0.78,0.51,-37.1,123839246,0.83,140,95874,0.09,0.98,67
Grenade,Bruno Mars,Rock,2023,123,0.48,0.47,0.13,-0.4,595102210,0.17,221,73381,0.08,0.54,46
Perfect,Ed Sheeran,Hip-Hop,2007,173,0.3,0.32,0.17,-57.24,126012640,0.79,54,46287,0.32,0.31,41
Shape of You,Ed Sheeran,Pop,2016,103,0.28,0.23,0.52,-47.91,69693624,0.5,191,188446,0.03,0.63,44
Tití Me Preguntó,Bad Bunny,Hip-Hop,2018,123,0.63,0.23,0.25,-22.58,506589229,0.08,80,41242,0.19,0.47,39
Positions,Ariana Grande,Eletrônica,1989,104,0.2,0.51,0.93,-44.33,196985247,0.76,91,168145,0.03,0.06,50
Starboy,The Weeknd,Eletrônica,2009,124,0.32,0.41,0.66,-3.46,23028773,0.01,111,44751,0.68,0.01,23
Break My Soul,Beyoncé,Rock,2015,60,0.27,0.9,0.21,-26.82,323769174,0.15,10,187613,0.7,0.88,47
Umbrella,Rihanna,R&B,1983,152,0.87,0.66,0.43,-1.8,194450612,0.86,161,81125,0.63,0.08,55
Without Me,Eminem,Rock,1998,145,0.51,0.45,0.44,-28.74,715653444,0.69,194,71466,0.63,0.52,55
Tití Me Preguntó,Bad Bunny,R&B,2003,121,0.61,0.39,0.63,-43.77,159445204,0.22,234,197281,0.64,0.01,33
Perfect,Ed Sheeran,R&B,2000,171,0.74,0.51,0.54,-42.25,529610117,0.8,190,50220,0.01,0.09,60
Sorry,Justin Bieber,Rock,2010,79,0.23,0.9,0.86,-35.66,767854214,0.73,101,32357,0.63,0.84,70
Dakiti,Bad Bunny,Pop,1986,61,0.94,0.46,0.46,-17.53,517805560,0.7,214,141105,0.58,0.86,65
Don't Stop Me Now,Queen,Hip-Hop,1997,130,0.45,0.23,0.24,-28.73,396656613,0.41,232,150316,0.2,0.35,40
Like a Virgin,Madonna,R&B,2015,158,0.35,0.73,0.65,-7.29,769326102,0.25,33,137371,0.57,0.5,52
Anti-Hero,Taylor Swift,Pop,1998,76,0.61,0.82,0.63,-5.02,769657300,0.28,226,24057,0.34,0.42,59
Don't Stop Me Now,Queen,Pop,1981,160,0.68,0.41,0.67,-17.45,65491842,0.93,288,67509,0.28,0.62,61
Billie Jean,Michael Jackson,Rock,2015,60,0.64,0.48,0.83,-10.36,83130778,0.82,147,93080,0.18,0.69,63
Heartless,Kanye West,Hip-Hop,1995,132,0.76,0.95,0.29,-10.47,375231910,0.75,58,101118,0.66,0.18,59
Starboy,The Weeknd,Pop,2008,156,0.81,0.88,0.91,-41.4,670460118,0.4,188,168269,0.22,0.84,75
Dakiti,Bad Bunny,Rock,2020,113,0.66,0.49,0.28,-39.84,120172607,0.6,244,89809,0.7,0.88,52
Dakiti,Bad Bunny,Hip-Hop,2007,163,0.77,0.9,0.71,-15.41,48498118,0.97,29,118934,0.16,0.35,70
Viva La Vida,Coldplay,R&B,1990,105,0.78,0.39,0.45,-7.02,702126774,0.91,75,23636,0.75,0.7,63
Photograph,Ed Sheeran,Rock,2015,127,0.36,0.32,0.55,-38.94,492270925,1.0,82,128042,0.19,0.32,56
Umbrella,Rihanna,Eletrônica,1990,161,0.26,0.5,0.52,-10.45,218407234,0.13,121,15981,0.38,0.85,43
Yonaguni,Bad Bunny,Pop,2002,151,0.47,0.39,0.95,-11.72,767812843,0.5,171,6509,0.28,0.16,53
Thank U Next,Ariana Grande,Hip-Hop,2005,145,0.95,0.21,0.78,-50.19,410199247,0.93,138,11353,0.15,0.01,58
Perfect,Ed Sheeran,Eletrônica,2013,142,0.32,0.67,0.22,-14.73,207760874,0.65,94,126768,0.23,0.43,50
Beat It,Michael Jackson,Hip-Hop,2000,68,0.8,0.64,0.7,-33.27,349505720,0.61,164,142155,0.26,0.37,61
Yonaguni,Bad Bunny,Rock,2015,97,0.82,0.66,0.53,-23.63,745368965,0.88,214,98196,0.32,0.29,68
Don't Stop Me Now,Queen,R&B,1981,77,0.76,0.56,0.63,-58.92,689340185,0.88,65,174724,0.53,0.33,64
Thriller,Michael Jackson,R&B,2005,157,0.81,0.38,0.36,-4.06,739691967,0.6,203,99340,0.03,0.79,66
Positions,Ariana Grande,Eletrônica,2000,113,0.46,1.0,0.25,-45.5,178340025,0.27,172,117407,0.22,0.61,53
Blank Space,Taylor Swift,Eletrônica,2022,109,0.94,0.31,0.77,-44.43,374911996,0.26,118,76867,0.18,0.18,48
Your Song,Elton John,Pop,1992,119,0.91,0.81,0.48,-21.92,239389228,0.48,143,196923,0.66,0.74,61
One Dance,Drake,Pop,2020,179,0.3,0.35,0.7,-1.36,113634529,0.85,226,96424,0.27,0.17,46
Halo,Beyoncé,R&B,2017,154,0.39,0.37,0.26,-45.92,220968201,0.82,249,36586,0.02,0.33,49
Halo,Beyoncé,Rock,1981,77,0.94,0.82,0.17,-42.53,134046099,0.83,198,51570,0.2,0.3,62
Umbrella,Rihanna,Pop,1984,150,0.32,0.85,0.31,-17.23,424673803,0.56,87,185793,0.12,0.5,57
Fix You,Coldplay,Hip-Hop,1988,143,0.6,0.8,0.67,-49.3,458188273,0.91,258,179277,0.24,0.36,68
Viva La Vida,Coldplay,Hip-Hop,1984,112,0.3,0.76,0.42,-33.51,798671477,0.03,159,165726,0.01,0.5,51
Dakiti,Bad Bunny,Eletrônica,2008,72,0.96,0.9,0.67,-9.36,339328830,0.47,181,87095,0.51,0.88,70
Levitating,Dua Lipa,Hip-Hop,2021,115,0.49,0.32,1.0,-33.55,143917036,0.26,220,7056,0.51,0.84,48
Positions,Ariana Grande,R&B,2007,82,0.24,0.45,0.3,-47.09,339459944,0.12,111,125858,0.02,0.68,42
Blank Space,Taylor Swift,Pop,2015,151,0.8,0.8,0.88,-16.48,548833013,0.56,168,199568,0.21,0.65,72
God's Plan,Drake,Hip-Hop,2013,163,0.84,0.78,0.65,-59.68,464902151,0.38,293,9070,0.33,0.4,60
Baby,Justin Bieber,Hip-Hop,2024,113,0.8,0.31,0.69,-21.18,574339955,0.99,2,168474,0.09,0.34,66
Yonaguni,Bad Bunny,Rock,1990,128,0.5,0.93,0.53,-39.82,398980919,0.82,174,111434,0.6,0.18,59
Bohemian Rhapsody,Queen,Eletrônica,2007,177,0.27,0.43,0.7,-14.85,173141925,0.38,164,66245,0.04,0.23,42
Gold Digger,Kanye West,R&B,1992,97,0.45,0.25,0.78,-55.26,126048100,0.16,44,99465,0.51,0.04,29
Break My Soul,Beyoncé,Hip-Hop,2020,134,0.7,0.6,0.56,-27.67,62726946,0.33,92,197587,0.66,0.32,43
Yonaguni,Bad Bunny,Eletrônica,1983,117,0.75,0.97,0.85,-40.14,38132984,0.43,249,100918,0.36,0.25,58
Rap God,Eminem,Hip-Hop,1994,158,0.66,0.79,0.43,-57.72,536723428,0.71,27,108669,0.69,0.05,54
Thank U Next,Ariana Grande,Eletrônica,2014,157,0.55,0.22,0.36,-10.98,679622086,0.36,147,48257,0.79,0.75,45
Mamma Mia,ABBA,R&B,2018,179,0.38,0.65,0.8,-2.6,731980327,0.39,107,92024,0.54,0.87,61
Fix You,Coldplay,Hip-Hop,2024,177,0.45,0.85,0.19,-50.75,561946956,0.71,241,64237,0.1,0.45,62
Girls Like You,Maroon 5,Eletrônica,1983,146,0.42,0.91,0.61,-59.75,312710536,0.91,277,75090,0.62,0.03,56
We Will Rock You,Queen,Hip-Hop,1993,179,0.91,0.57,0.64,-2.07,298891649,0.8,256,198540,0.05,0.19,63
Without Me,Eminem,Hip-Hop,1988,100,0.64,0.51,0.36,-47.63,659561629,0.51,214,170560,0.33,0.0,48
Shape of You,Ed Sheeran,Eletrônica,2004,143,0.26,0.58,0.71,-18.44,105179444,0.81,85,5496,0.67,0.8,55
Work,Rihanna,R&B,1988,180,0.49,0.99,0.26,-58.53,710925532,0.43,105,68773,0.4,0.46,60
Single Ladies,Beyoncé,Pop,2004,81,0.48,0.46,0.45,-21.58,549328017,0.09,26,189610,0.68,0.98,47
24K Magic,Bruno Mars,Eletrônica,2011,124,0.84,0.59,0.11,-57.53,199953014,0.78,266,132365,0.62,0.24,50
Your Song,Elton John,Pop,1981,115,0.72,0.29,0.27,-51.26,52642279,0.86,202,56939,0.47,0.49,49
Mamma Mia,ABBA,R&B,2008,112,0.83,0.42,0.7,-22.42,100444683,0.4,130,197373,0.56,0.08,42
Like a Virgin,Madonna,Pop,2003,161,0.96,0.52,0.13,-3.95,753051434,0.02,69,71603,0.78,0.07,39
Bohemian Rhapsody,Queen,Rock,2007,168,0.59,0.29,0.82,-40.46,504519310,0.3,258,149482,0.42,0.89,54
Billie Jean,Michael Jackson,R&B,1980,87,0.62,0.94,0.92,-16.24,509101882,0.4,193,57608,0.33,0.7,68
Thank U Next,Ariana Grande,R&B,2013,130,0.7,0.55,0.81,-25.26,263547083,0.28,231,167438,0.16,0.93,60
Stronger,Kanye West,Eletrônica,1993,90,0.27,0.45,0.33,-46.77,281744725,0.15,126,1189,0.22,0.62,39
Umbrella,Rihanna,Hip-Hop,2016,115,0.62,0.78,0.62,-15.4,203505950,0.14,285,59412,0.43,0.79,53
Break My Soul,Beyoncé,Rock,2001,154,0.82,0.65,0.31,-12.21,721114270,0.69,195,150481,0.3,0.99,73
We Will Rock You,Queen,Pop,2005,177,0.63,0.44,0.6,-58.51,789470786,0.88,160,61899,0.37,0.66,67
Work,Rihanna,Hip-Hop,2012,100,0.51,0.86,0.91,-35.2,678677272,0.0,182,171292,0.76,0.28,49
Baby,Justin Bieber,Rock,1990,128,0.65,0.74,0.37,-22.12,477081586,0.55,190,51702,0.3,0.74,63
Single Ladies,Beyoncé,R&B,2000,167,0.66,0.86,0.49,-12.87,442880962,0.73,147,116810,0.09,0.5,68
Dancing Queen,ABBA,Eletrônica,1983,71,0.6,0.55,0.12,-54.41,194625157,0.2,293,100675,0.4,0.58,42
Like a Virgin,Madonna,Eletrônica,1987,84,0.88,0.49,0.18,-46.2,607516541,0.97,123,172878,0.16,0.11,61
Heartless,Kanye West,Pop,1987,97,0.34,0.6,0.35,-2.59,101036551,0.04,38,187482,0.22,0.29,34
Like a Virgin,Madonna,Rock,2012,131,0.31,0.41,0.65,-36.51,122848686,0.75,198,116860,0.39,0.51,49
24K Magic,Bruno Mars,Eletrônica,2016,79,0.36,0.34,0.5,-7.81,114453339,0.34,37,27140,0.2,0.51,41
Bohemian Rhapsody,Queen,Pop,1982,105,0.93,0.96,0.66,-1.29,313868308,0.95,104,38689,0.32,0.1,70
Hotline Bling,Drake,Rock,1980,138,0.52,0.33,1.0,-6.66,191699387,0.35,49,32594,0.76,0.19,39
Without Me,Eminem,Hip-Hop,1999,98,0.27,0.85,0.85,-49.37,446820120,0.22,289,117046,0.08,0.14,50
Memories,Maroon 5,Hip-Hop,1983,65,1.0,0.79,0.19,-56.85,450639398,0.32,30,36,0.28,0.65,61
Umbrella,Rihanna,Hip-Hop,2004,132,0.37,0.37,0.82,-9.73,349252727,0.29,60,75507,0.63,0.18,37
Sugar,Maroon 5,Pop,1993,88,0.53,0.28,0.19,-30.39,761562742,0.77,117,19108,0.35,0.66,56
Blinding Lights,The Weeknd,Eletrônica,1987,101,0.63,0.28,0.14,-37.82,731249345,0.31,85,122064,0.34,0.94,52
Billie Jean,Michael Jackson,Hip-Hop,1997,147,0.46,0.26,0.74,-14.94,670388540,0.41,18,145100,0.45,0.84,54
Tiny Dancer,Elton John,Eletrônica,1999,139,0.64,0.73,0.87,-38.32,269558906,0.75,66,4961,0.39,0.58,66
Thriller,Michael Jackson,R&B,2014,167,0.86,0.64,0.74,-53.22,799077417,0.51,224,115648,0.41,0.53,67
Memories,Maroon 5,Eletrônica,1984,132,0.56,0.36,0.18,-48.41,147841060,0.77,94,105825,0.06,0.77,55
Blank Space,Taylor Swift,Eletrônica,2011,98,0.82,0.59,0.84,-20.91,319236665,0.49,285,60105,0.66,0.55,57
Single Ladies,Beyoncé,R&B,1998,107,0.91,0.65,0.43,-21.9,795844269,0.67,35,59030,0.42,0.95,74
Shape of You,Ed Sheeran,Pop,1999,83,0.49,0.71,0.28,-4.11,395544880,0.87,2,59528,0.17,0.45,61
Starboy,The Weeknd,Hip-Hop,1996,100,0.6,0.54,0.26,-32.07,604519112,0.39,170,187634,0.34,0.41,50
Bohemian Rhapsody,Queen,Rock,2010,159,0.27,0.94,0.7,-47.6,610482040,0.22,92,85316,0.02,0.57,60
Girls Like You,Maroon 5,R&B,1988,90,0.65,0.61,0.3,-56.65,387389291,0.33,28,156594,0.15,0.73,55
Bohemian Rhapsody,Queen,R&B,1983,95,0.35,0.98,0.16,-0.72,40908082,0.29,79,10983,0.31,0.5,47
Beat It,Michael Jackson,Pop,1988,92,0.94,0.94,0.77,-27.91,222025882,0.48,82,165179,0.72,0.87,68
Memories,Maroon 5,R&B,1995,148,0.77,0.24,0.91,-5.56,237136521,0.66,172,75088,0.11,0.18,53
Viva La Vida,Coldplay,Eletrônica,2003,130,0.4,0.38,0.27,-53.34,363480059,0.94,161,2112,0.56,0.76,55
Like a Virgin,Madonna,Rock,2015,86,0.4,0.21,0.48,-35.65,723784839,0.89,72,1450,0.07,0.47,58
